longitude,latitude,dist,latlon
121.2949683,31.33711314,嘉定,"121.2949683,31.33711314"
121.579176,31.162636,浦东,"121.579176,31.162636"
121.437777,31.353984,宝山,"121.437777,31.353984"
121.465616,30.917505,奉贤,"121.465616,30.917505"
121.4445372,31.14122488,徐汇,"121.4445372,31.14122488"
121.4108083,31.24409076,普陀,"121.4108083,31.24409076"
121.592106,31.10161416,浦东,"121.592106,31.10161416"
121.485423,31.224298,黄浦,"121.485423,31.224298"
121.406263,31.20229,长宁,"121.406263,31.20229"
121.4666882,31.32248109,闸北,"121.4666882,31.32248109"
121.089632,31.139931,青浦,"121.089632,31.139931"
121.234837,31.140188,青浦,"121.234837,31.140188"
121.340231,31.29723,普陀,"121.340231,31.29723"
121.566533,31.213081,浦东,"121.566533,31.213081"
121.5217864,31.2198152,浦东,"121.5217864,31.2198152"
121.233711,31.060553,松江,"121.233711,31.060553"
121.459759,31.337113,宝山,"121.459759,31.337113"
121.262019,31.106009,松江,"121.262019,31.106009"
121.446217,31.234812,静安,"121.446217,31.234812"
121.516566,31.267725,杨浦,"121.516566,31.267725"
121.4921665,31.11025919,闵行,"121.4921665,31.11025919"
121.4457452,31.41078421,宝山,"121.4457452,31.41078421"
121.55031,31.207959,浦东,"121.55031,31.207959"
121.3994425,31.35941594,宝山,"121.3994425,31.35941594"
121.49926,31.182544,浦东,"121.49926,31.182544"
121.44333,31.13957,徐汇,"121.44333,31.13957"
121.50521,30.944378,奉贤,"121.50521,30.944378"
121.493307,31.415956,宝山,"121.493307,31.415956"
121.436477,31.178974,徐汇,"121.436477,31.178974"
121.401935,31.099706,闵行,"121.401935,31.099706"
121.322998,31.319233,嘉定,"121.322998,31.319233"
121.715747,31.067346,浦东,"121.715747,31.067346"
121.460435,31.315819,闸北,"121.460435,31.315819"
121.433871,31.199285,徐汇,"121.433871,31.199285"
121.241665,31.14904,青浦,"121.241665,31.14904"
121.214896,31.408305,嘉定,"121.214896,31.408305"
121.2507016,31.12073958,松江,"121.2507016,31.12073958"
121.342043,31.275791,嘉定,"121.342043,31.275791"
121.17943,31.100795,松江,"121.17943,31.100795"
121.495124,31.286626,虹口,"121.495124,31.286626"
121.4689167,31.20286617,徐汇,"121.4689167,31.20286617"
121.367643,31.36706,宝山,"121.367643,31.36706"
121.445276,31.238509,静安,"121.445276,31.238509"
121.240553,31.113077,松江,"121.240553,31.113077"
121.662902,31.225901,浦东,"121.662902,31.225901"
121.322142,31.315196,嘉定,"121.322142,31.315196"
121.540618,31.201125,浦东,"121.540618,31.201125"
121.45196,31.242423,静安,"121.45196,31.242423"
121.198987,31.051255,松江,"121.198987,31.051255"
121.550164,31.240324,浦东,"121.550164,31.240324"
121.424519,31.226102,长宁,"121.424519,31.226102"
